Year,State,State Code,Ten-Year Age Groups,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
2018,Massachusetts,25,65-74 years,"Surgical procedure, unspecified",Y83.9,17,653829,Unreliable
2018,Massachusetts,25,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,21,325419,6.5
2018,Massachusetts,25,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,325419,Unreliable
2018,Massachusetts,25,85+ years,Surgical operation with implant of artificial internal device,Y83.1,19,159852,Unreliable
2018,Massachusetts,25,85+ years,"Surgical procedure, unspecified",Y83.9,10,159852,Unreliable
2018,Michigan,26,45-54 years,Surgical operation with transplant of whole organ,Y83.0,14,1290060,Unreliable
2018,Michigan,26,55-64 years,Surgical operation with transplant of whole organ,Y83.0,20,1402804,1.4
2018,Michigan,26,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,14,1402804,Unreliable
2018,Michigan,26,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,1402804,Unreliable
2018,Michigan,26,55-64 years,Other reconstructive surgery,Y83.4,10,1402804,Unreliable
2018,Michigan,26,55-64 years,"Surgical procedure, unspecified",Y83.9,12,1402804,Unreliable
2018,Michigan,26,65-74 years,Surgical operation with transplant of whole organ,Y83.0,29,1004702,2.9
2018,Michigan,26,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,24,1004702,2.4
2018,Michigan,26,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,30,1004702,3
2018,Michigan,26,65-74 years,Removal of other organ (partial) (total),Y83.6,13,1004702,Unreliable
2018,Michigan,26,65-74 years,"Surgical procedure, unspecified",Y83.9,29,1004702,2.9
2018,Michigan,26,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,24,497916,4.8
2018,Michigan,26,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,33,497916,6.6
2018,Michigan,26,75-84 years,"Surgical procedure, unspecified",Y83.9,26,497916,5.2
2018,Michigan,26,85+ years,Surgical operation with implant of artificial internal device,Y83.1,25,213986,11.7
2018,Michigan,26,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,213986,Unreliable
2018,Michigan,26,85+ years,"Surgical procedure, unspecified",Y83.9,17,213986,Unreliable
2018,Minnesota,27,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,754445,Unreliable
2018,Minnesota,27,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,754445,Unreliable
2018,Minnesota,27,55-64 years,Removal of other organ (partial) (total),Y83.6,14,754445,Unreliable
2018,Minnesota,27,55-64 years,"Surgical procedure, unspecified",Y83.9,11,754445,Unreliable
2018,Minnesota,27,65-74 years,Surgical operation with transplant of whole organ,Y83.0,16,510180,Unreliable
2018,Minnesota,27,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,18,510180,Unreliable
2018,Minnesota,27,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,510180,Unreliable
2018,Minnesota,27,65-74 years,"Surgical procedure, unspecified",Y83.9,11,510180,Unreliable
2018,Minnesota,27,75-84 years,Surgical operation with transplant of whole organ,Y83.0,11,257938,Unreliable
2018,Minnesota,27,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,31,257938,12
2018,Minnesota,27,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,257938,Unreliable
2018,Minnesota,27,75-84 years,Removal of other organ (partial) (total),Y83.6,10,257938,Unreliable
2018,Minnesota,27,75-84 years,"Surgical procedure, unspecified",Y83.9,21,257938,8.1
2018,Minnesota,27,85+ years,Surgical operation with implant of artificial internal device,Y83.1,40,121684,32.9
2018,Minnesota,27,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,121684,Unreliable
2018,Minnesota,27,85+ years,"Surgical procedure, unspecified",Y83.9,20,121684,16.4
2018,Mississippi,28,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,385893,Unreliable
2018,Mississippi,28,55-64 years,"Surgical procedure, unspecified",Y83.9,16,385893,Unreliable
2018,Mississippi,28,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,15,280585,Unreliable
2018,Mississippi,28,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,280585,Unreliable
2018,Mississippi,28,65-74 years,"Surgical procedure, unspecified",Y83.9,13,280585,Unreliable
2018,Mississippi,28,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,19,141549,Unreliable
2018,Mississippi,28,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,141549,Unreliable
2018,Mississippi,28,75-84 years,"Surgical procedure, unspecified",Y83.9,14,141549,Unreliable
2018,Mississippi,28,85+ years,Surgical operation with implant of artificial internal device,Y83.1,15,52341,Unreliable
2018,Missouri,29,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,829541,Unreliable
2018,Missouri,29,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,14,829541,Unreliable
2018,Missouri,29,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,829541,Unreliable
2018,Missouri,29,65-74 years,Surgical operation with transplant of whole organ,Y83.0,15,592577,Unreliable
2018,Missouri,29,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,18,592577,Unreliable
2018,Missouri,29,65-74 years,Removal of other organ (partial) (total),Y83.6,10,592577,Unreliable
2018,Missouri,29,65-74 years,"Surgical procedure, unspecified",Y83.9,13,592577,Unreliable
2018,Missouri,29,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,20,309503,6.5
2018,Missouri,29,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,309503,7.8
2018,Missouri,29,75-84 years,"Surgical procedure, unspecified",Y83.9,13,309503,Unreliable
2018,Missouri,29,85+ years,Surgical operation with implant of artificial internal device,Y83.1,32,131884,24.3
2018,Missouri,29,85+ years,"Surgical procedure, unspecified",Y83.9,11,131884,Unreliable
2018,Nebraska,31,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,11,88061,Unreliable
2018,Nebraska,31,85+ years,Surgical operation with implant of artificial internal device,Y83.1,18,43078,Unreliable
2018,Nebraska,31,85+ years,"Surgical procedure, unspecified",Y83.9,13,43078,Unreliable
2018,Nevada,32,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,293252,Unreliable
2018,Nevada,32,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,139567,Unreliable
2018,Nevada,32,75-84 years,"Surgical procedure, unspecified",Y83.9,11,139567,Unreliable
2018,New Jersey,34,55-64 years,Surgical operation with transplant of whole organ,Y83.0,17,1219331,Unreliable
2018,New Jersey,34,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,10,1219331,Unreliable
2018,New Jersey,34,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,1219331,Unreliable
2018,New Jersey,34,65-74 years,Surgical operation with transplant of whole organ,Y83.0,23,810098,2.8
2018,New Jersey,34,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,25,810098,3.1
2018,New Jersey,34,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,28,810098,3.5
2018,New Jersey,34,65-74 years,Removal of other organ (partial) (total),Y83.6,11,810098,Unreliable
2018,New Jersey,34,65-74 years,"Surgical procedure, unspecified",Y83.9,24,810098,3
2018,New Jersey,34,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,33,426136,7.7
2018,New Jersey,34,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,426136,5.6
2018,New Jersey,34,75-84 years,Removal of other organ (partial) (total),Y83.6,10,426136,Unreliable
2018,New Jersey,34,75-84 years,"Surgical procedure, unspecified",Y83.9,27,426136,6.3
2018,New Jersey,34,85+ years,Surgical operation with implant of artificial internal device,Y83.1,41,202293,20.3
2018,New Jersey,34,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,202293,Unreliable
2018,New Jersey,34,85+ years,"Surgical procedure, unspecified",Y83.9,22,202293,10.9
2018,New Mexico,35,55-64 years,Other surgical procedures,Y83.8,12,274147,Unreliable
2018,New Mexico,35,65-74 years,Removal of other organ (partial) (total),Y83.6,12,217884,Unreliable
2018,New Mexico,35,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,18,107134,Unreliable
2018,New Mexico,35,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,107134,Unreliable
2018,New Mexico,35,85+ years,Surgical operation with implant of artificial internal device,Y83.1,10,41171,Unreliable
2018,New York,36,55-64 years,Surgical operation with transplant of whole organ,Y83.0,31,2594621,1.2
2018,New York,36,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,22,2594621,0.8
2018,New York,36,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,2594621,Unreliable
2018,New York,36,55-64 years,Removal of other organ (partial) (total),Y83.6,14,2594621,Unreliable
2018,New York,36,55-64 years,"Surgical procedure, unspecified",Y83.9,21,2594621,0.8
2018,New York,36,65-74 years,Surgical operation with transplant of whole organ,Y83.0,26,1809120,1.4
2018,New York,36,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,46,1809120,2.5
2018,New York,36,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,33,1809120,1.8
2018,New York,36,65-74 years,Surgical operation with formation of external stoma,Y83.3,13,1809120,Unreliable
2018,New York,36,65-74 years,Other reconstructive surgery,Y83.4,14,1809120,Unreliable
2018,New York,36,65-74 years,Removal of other organ (partial) (total),Y83.6,24,1809120,1.3
2018,New York,36,65-74 years,Other surgical procedures,Y83.8,13,1809120,Unreliable
2018,New York,36,65-74 years,"Surgical procedure, unspecified",Y83.9,25,1809120,1.4
2018,New York,36,75-84 years,Surgical operation with transplant of whole organ,Y83.0,16,948095,Unreliable
2018,New York,36,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,55,948095,5.8
2018,New York,36,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,43,948095,4.5
2018,New York,36,75-84 years,Surgical operation with formation of external stoma,Y83.3,10,948095,Unreliable
2018,New York,36,75-84 years,Other reconstructive surgery,Y83.4,14,948095,Unreliable
2018,New York,36,75-84 years,Removal of other organ (partial) (total),Y83.6,26,948095,2.7
2018,New York,36,75-84 years,"Surgical procedure, unspecified",Y83.9,36,948095,3.8
2018,New York,36,85+ years,Surgical operation with implant of artificial internal device,Y83.1,99,456319,21.7
2018,New York,36,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,27,456319,5.9
2018,New York,36,85+ years,Other reconstructive surgery,Y83.4,11,456319,Unreliable
2018,New York,36,85+ years,Removal of other organ (partial) (total),Y83.6,20,456319,4.4
2018,New York,36,85+ years,"Surgical procedure, unspecified",Y83.9,26,456319,5.7
2018,North Carolina,37,55-64 years,Surgical operation with transplant of whole organ,Y83.0,22,1342983,1.6
2018,North Carolina,37,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,16,1342983,Unreliable
2018,North Carolina,37,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,27,1342983,2
2018,North Carolina,37,55-64 years,"Surgical procedure, unspecified",Y83.9,16,1342983,Unreliable
2018,North Carolina,37,65-74 years,Surgical operation with transplant of whole organ,Y83.0,18,1010458,Unreliable
2018,North Carolina,37,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,19,1010458,Unreliable
2018,North Carolina,37,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,1010458,2.3
2018,North Carolina,37,65-74 years,Other reconstructive surgery,Y83.4,10,1010458,Unreliable
2018,North Carolina,37,65-74 years,Removal of other organ (partial) (total),Y83.6,15,1010458,Unreliable
2018,North Carolina,37,65-74 years,"Surgical procedure, unspecified",Y83.9,30,1010458,3
2018,North Carolina,37,75-84 years,Surgical operation with transplant of whole organ,Y83.0,12,493058,Unreliable
2018,North Carolina,37,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,43,493058,8.7
2018,North Carolina,37,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,30,493058,6.1
2018,North Carolina,37,75-84 years,Removal of other organ (partial) (total),Y83.6,13,493058,Unreliable
2018,North Carolina,37,75-84 years,"Surgical procedure, unspecified",Y83.9,26,493058,5.3
2018,North Carolina,37,85+ years,Surgical operation with implant of artificial internal device,Y83.1,28,185749,15.1
2018,North Carolina,37,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,185749,Unreliable
2018,North Carolina,37,85+ years,"Surgical procedure, unspecified",Y83.9,18,185749,Unreliable
2018,Ohio,39,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,1484877,Unreliable
2018,Ohio,39,45-54 years,"Surgical procedure, unspecified",Y83.9,10,1484877,Unreliable
2018,Ohio,39,55-64 years,Surgical operation with transplant of whole organ,Y83.0,21,1611548,1.3
2018,Ohio,39,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,27,1611548,1.7
2018,Ohio,39,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,1611548,1.4
2018,Ohio,39,55-64 years,"Surgical procedure, unspecified",Y83.9,20,1611548,1.2
2018,Ohio,39,65-74 years,Surgical operation with transplant of whole organ,Y83.0,32,1150375,2.8
2018,Ohio,39,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,50,1150375,4.3
2018,Ohio,39,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,55,1150375,4.8
2018,Ohio,39,65-74 years,Other reconstructive surgery,Y83.4,16,1150375,Unreliable
2018,Ohio,39,65-74 years,Removal of other organ (partial) (total),Y83.6,14,1150375,Unreliable
2018,Ohio,39,65-74 years,"Surgical procedure, unspecified",Y83.9,39,1150375,3.4
2018,Ohio,39,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,43,588310,7.3
2018,Ohio,39,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,33,588310,5.6
2018,Ohio,39,75-84 years,Other reconstructive surgery,Y83.4,14,588310,Unreliable
2018,Ohio,39,75-84 years,Removal of other organ (partial) (total),Y83.6,18,588310,Unreliable
2018,Ohio,39,75-84 years,"Surgical procedure, unspecified",Y83.9,37,588310,6.3
2018,Ohio,39,85+ years,Surgical operation with implant of artificial internal device,Y83.1,46,256337,17.9
2018,Ohio,39,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,256337,7.8
2018,Ohio,39,85+ years,"Surgical procedure, unspecified",Y83.9,21,256337,8.2
2018,Oklahoma,40,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,11,460310,Unreliable
2018,Oklahoma,40,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,22,493444,4.5
2018,Oklahoma,40,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,493444,Unreliable
2018,Oklahoma,40,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,23,358646,6.4
2018,Oklahoma,40,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,14,358646,Unreliable
2018,Oklahoma,40,65-74 years,Removal of other organ (partial) (total),Y83.6,12,358646,Unreliable
2018,Oklahoma,40,65-74 years,"Surgical procedure, unspecified",Y83.9,14,358646,Unreliable
2018,Oklahoma,40,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,32,187711,17
2018,Oklahoma,40,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,187711,Unreliable
2018,Oklahoma,40,85+ years,Surgical operation with implant of artificial internal device,Y83.1,23,73196,31.4
2018,Oregon,41,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,13,544485,Unreliable
2018,Oregon,41,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,544485,Unreliable
2018,Oregon,41,55-64 years,"Surgical procedure, unspecified",Y83.9,11,544485,Unreliable
2018,Oregon,41,65-74 years,Surgical operation with transplant of whole organ,Y83.0,15,448192,Unreliable
2018,Oregon,41,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,20,448192,4.5
2018,Oregon,41,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,15,448192,Unreliable
2018,Oregon,41,65-74 years,Removal of other organ (partial) (total),Y83.6,18,448192,Unreliable
2018,Oregon,41,65-74 years,"Surgical procedure, unspecified",Y83.9,16,448192,Unreliable
2018,Oregon,41,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,20,206474,9.7
2018,Oregon,41,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,206474,Unreliable
2018,Oregon,41,75-84 years,Removal of other organ (partial) (total),Y83.6,17,206474,Unreliable
2018,Oregon,41,75-84 years,"Surgical procedure, unspecified",Y83.9,20,206474,9.7
2018,Oregon,41,85+ years,Surgical operation with implant of artificial internal device,Y83.1,21,84025,25
2018,Oregon,41,85+ years,"Surgical procedure, unspecified",Y83.9,13,84025,Unreliable
2018,Pennsylvania,42,45-54 years,Surgical operation with transplant of whole organ,Y83.0,13,1652781,Unreliable
2018,Pennsylvania,42,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,17,1652781,Unreliable
2018,Pennsylvania,42,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,1652781,Unreliable
2018,Pennsylvania,42,55-64 years,Surgical operation with transplant of whole organ,Y83.0,27,1809805,1.5
2018,Pennsylvania,42,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,34,1809805,1.9
2018,Pennsylvania,42,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,1809805,1.3
2018,Pennsylvania,42,55-64 years,Removal of other organ (partial) (total),Y83.6,10,1809805,Unreliable
2018,Pennsylvania,42,55-64 years,"Surgical procedure, unspecified",Y83.9,24,1809805,1.3
2018,Pennsylvania,42,65-74 years,Surgical operation with transplant of whole organ,Y83.0,31,1310750,2.4
2018,Pennsylvania,42,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,65,1310750,5
2018,Pennsylvania,42,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,41,1310750,3.1
2018,Pennsylvania,42,65-74 years,Other reconstructive surgery,Y83.4,11,1310750,Unreliable
2018,Pennsylvania,42,65-74 years,Removal of other organ (partial) (total),Y83.6,12,1310750,Unreliable
2018,Pennsylvania,42,65-74 years,"Surgical procedure, unspecified",Y83.9,43,1310750,3.3
2018,Pennsylvania,42,75-84 years,Surgical operation with transplant of whole organ,Y83.0,16,690637,Unreliable
2018,Pennsylvania,42,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,88,690637,12.7
2018,Pennsylvania,42,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,63,690637,9.1
2018,Pennsylvania,42,75-84 years,Surgical operation with formation of external stoma,Y83.3,13,690637,Unreliable
2018,Pennsylvania,42,75-84 years,Other reconstructive surgery,Y83.4,12,690637,Unreliable
2018,Pennsylvania,42,75-84 years,Removal of other organ (partial) (total),Y83.6,17,690637,Unreliable
2018,Pennsylvania,42,75-84 years,"Surgical procedure, unspecified",Y83.9,32,690637,4.6
2018,Pennsylvania,42,85+ years,Surgical operation with implant of artificial internal device,Y83.1,99,334243,29.6
2018,Pennsylvania,42,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,29,334243,8.7
2018,Pennsylvania,42,85+ years,Removal of other organ (partial) (total),Y83.6,14,334243,Unreliable
2018,Pennsylvania,42,85+ years,"Surgical procedure, unspecified",Y83.9,38,334243,11.4
2018,Rhode Island,44,85+ years,Surgical operation with implant of artificial internal device,Y83.1,12,27852,Unreliable
2018,South Carolina,45,55-64 years,Surgical operation with transplant of whole organ,Y83.0,11,678299,Unreliable
2018,South Carolina,45,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,678299,Unreliable
2018,South Carolina,45,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,678299,Unreliable
2018,South Carolina,45,55-64 years,"Surgical procedure, unspecified",Y83.9,10,678299,Unreliable
2018,South Carolina,45,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,15,549831,Unreliable
2018,South Carolina,45,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,549831,4.4
2018,South Carolina,45,65-74 years,Removal of other organ (partial) (total),Y83.6,12,549831,Unreliable
2018,South Carolina,45,65-74 years,"Surgical procedure, unspecified",Y83.9,22,549831,4
2018,South Carolina,45,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,24,261109,9.2
2018,South Carolina,45,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,261109,Unreliable
2018,South Carolina,45,75-84 years,Removal of other organ (partial) (total),Y83.6,12,261109,Unreliable
2018,South Carolina,45,75-84 years,"Surgical procedure, unspecified",Y83.9,14,261109,Unreliable
2018,South Carolina,45,85+ years,Surgical operation with implant of artificial internal device,Y83.1,38,88975,42.7
2018,South Carolina,45,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,88975,Unreliable
2018,South Carolina,45,85+ years,"Surgical procedure, unspecified",Y83.9,11,88975,Unreliable
2018,Tennessee,47,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,886174,Unreliable
2018,Tennessee,47,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,13,886174,Unreliable
2018,Tennessee,47,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,886174,Unreliable
2018,Tennessee,47,55-64 years,"Surgical procedure, unspecified",Y83.9,12,886174,Unreliable
2018,Tennessee,47,65-74 years,Surgical operation with transplant of whole organ,Y83.0,18,661602,Unreliable
2018,Tennessee,47,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,32,661602,4.8
2018,Tennessee,47,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,39,661602,5.9
2018,Tennessee,47,65-74 years,Removal of other organ (partial) (total),Y83.6,14,661602,Unreliable
2018,Tennessee,47,65-74 years,"Surgical procedure, unspecified",Y83.9,30,661602,4.5
2018,Tennessee,47,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,31,328033,9.5
2018,Tennessee,47,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,328033,6.1
2018,Tennessee,47,75-84 years,Removal of other organ (partial) (total),Y83.6,16,328033,Unreliable
2018,Tennessee,47,75-84 years,"Surgical procedure, unspecified",Y83.9,26,328033,7.9
2018,Tennessee,47,85+ years,Surgical operation with implant of artificial internal device,Y83.1,30,120062,25
2018,Texas,48,25-34 years,Surgical operation with transplant of whole organ,Y83.0,11,4236328,Unreliable
2018,Texas,48,35-44 years,Surgical operation with transplant of whole organ,Y83.0,13,3881772,Unreliable
2018,Texas,48,35-44 years,"Surgical procedure, unspecified",Y83.9,12,3881772,Unreliable
2018,Texas,48,45-54 years,Surgical operation with transplant of whole organ,Y83.0,28,3552957,0.8
2018,Texas,48,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,27,3552957,0.8
2018,Texas,48,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,3552957,0.6
2018,Texas,48,45-54 years,Removal of other organ (partial) (total),Y83.6,11,3552957,Unreliable
2018,Texas,48,45-54 years,"Surgical procedure, unspecified",Y83.9,16,3552957,Unreliable
2018,Texas,48,55-64 years,Surgical operation with transplant of whole organ,Y83.0,53,3234290,1.6
2018,Texas,48,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,46,3234290,1.4
2018,Texas,48,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,44,3234290,1.4
2018,Texas,48,55-64 years,Surgical operation with formation of external stoma,Y83.3,15,3234290,Unreliable
2018,Texas,48,55-64 years,Amputation of limb(s),Y83.5,11,3234290,Unreliable
2018,Texas,48,55-64 years,Removal of other organ (partial) (total),Y83.6,13,3234290,Unreliable
2018,Texas,48,55-64 years,Other surgical procedures,Y83.8,11,3234290,Unreliable
2018,Texas,48,55-64 years,"Surgical procedure, unspecified",Y83.9,45,3234290,1.4
2018,Texas,48,65-74 years,Surgical operation with transplant of whole organ,Y83.0,52,2166529,2.4
2018,Texas,48,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,66,2166529,3
2018,Texas,48,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,80,2166529,3.7
2018,Texas,48,65-74 years,Surgical operation with formation of external stoma,Y83.3,28,2166529,1.3
2018,Texas,48,65-74 years,Other reconstructive surgery,Y83.4,15,2166529,Unreliable
2018,Texas,48,65-74 years,Amputation of limb(s),Y83.5,25,2166529,1.2
2018,Texas,48,65-74 years,Removal of other organ (partial) (total),Y83.6,31,2166529,1.4
2018,Texas,48,65-74 years,"Surgical procedure, unspecified",Y83.9,70,2166529,3.2
2018,Texas,48,75-84 years,Surgical operation with transplant of whole organ,Y83.0,24,1035292,2.3
2018,Texas,48,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,85,1035292,8.2
2018,Texas,48,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,66,1035292,6.4
2018,Texas,48,75-84 years,Surgical operation with formation of external stoma,Y83.3,16,1035292,Unreliable
2018,Texas,48,75-84 years,Other reconstructive surgery,Y83.4,20,1035292,1.9
2018,Texas,48,75-84 years,Amputation of limb(s),Y83.5,13,1035292,Unreliable
2018,Texas,48,75-84 years,Removal of other organ (partial) (total),Y83.6,26,1035292,2.5
2018,Texas,48,75-84 years,"Surgical procedure, unspecified",Y83.9,75,1035292,7.2
2018,Texas,48,85+ years,Surgical operation with implant of artificial internal device,Y83.1,80,400499,20
2018,Texas,48,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,32,400499,8
2018,Texas,48,85+ years,Surgical operation with formation of external stoma,Y83.3,15,400499,Unreliable
2018,Texas,48,85+ years,Other reconstructive surgery,Y83.4,13,400499,Unreliable
2018,Texas,48,85+ years,Removal of other organ (partial) (total),Y83.6,19,400499,Unreliable
2018,Texas,48,85+ years,"Surgical procedure, unspecified",Y83.9,32,400499,8
2018,Utah,49,65-74 years,Surgical operation with transplant of whole organ,Y83.0,12,209871,Unreliable
2018,Utah,49,65-74 years,"Surgical procedure, unspecified",Y83.9,10,209871,Unreliable
2018,Virginia,51,55-64 years,Surgical operation with transplant of whole organ,Y83.0,10,1106872,Unreliable
2018,Virginia,51,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,14,1106872,Unreliable
2018,Virginia,51,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,1106872,Unreliable
2018,Virginia,51,65-74 years,Surgical operation with transplant of whole organ,Y83.0,14,779038,Unreliable
2018,Virginia,51,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,15,779038,Unreliable
2018,Virginia,51,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,25,779038,3.2
2018,Virginia,51,65-74 years,"Surgical procedure, unspecified",Y83.9,29,779038,3.7
2018,Virginia,51,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,16,384471,Unreliable
2018,Virginia,51,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,384471,Unreliable
2018,Virginia,51,75-84 years,"Surgical procedure, unspecified",Y83.9,19,384471,Unreliable
2018,Virginia,51,85+ years,Surgical operation with implant of artificial internal device,Y83.1,23,151892,15.1
2018,Washington,53,55-64 years,Surgical operation with transplant of whole organ,Y83.0,14,960871,Unreliable
2018,Washington,53,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,21,960871,2.2
2018,Washington,53,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,960871,Unreliable
2018,Washington,53,55-64 years,"Surgical procedure, unspecified",Y83.9,12,960871,Unreliable
2018,Washington,53,65-74 years,Surgical operation with transplant of whole organ,Y83.0,12,708808,Unreliable
2018,Washington,53,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,40,708808,5.6
2018,Washington,53,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,39,708808,5.5
